teryt,municipality,county,voivodeship
2402072,Kozy,bielski,śląskie
2402082,Porąbka,bielski,śląskie
2402093,Wilamowice,bielski,śląskie
2402102,Wilkowice,bielski,śląskie
2403011,Cieszyn,cieszyński,śląskie
2403021,Ustroń,cieszyński,śląskie
2403031,Wisła,cieszyński,śląskie
2403042,Brenna,cieszyński,śląskie
2403052,Chybie,cieszyński,śląskie
2403062,Dębowiec,cieszyński,śląskie
2403072,Goleszów,cieszyński,śląskie
2403082,Hażlach,cieszyński,śląskie
2403092,Istebna,cieszyński,śląskie
2403103,Skoczów,cieszyński,śląskie
2403113,Strumień,cieszyński,śląskie
2403122,Zebrzydowice,cieszyński,śląskie
2404013,Blachownia,częstochowski,śląskie
2404022,Dąbrowa Zielona,częstochowski,śląskie
2404032,Janów,częstochowski,śląskie
2404042,Kamienica Polska,częstochowski,śląskie
2404052,Kłomnice,częstochowski,śląskie
2404063,Koniecpol,częstochowski,śląskie
2404072,Konopiska,częstochowski,śląskie
2404082,Kruszyna,częstochowski,śląskie
2404092,Lelów,częstochowski,śląskie
2404102,Mstów,częstochowski,śląskie
2404112,Mykanów,częstochowski,śląskie
2404122,Olsztyn,częstochowski,śląskie
2404132,Poczesna,częstochowski,śląskie
2404142,Przyrów,częstochowski,śląskie
2404152,Rędziny,częstochowski,śląskie
2404162,Starcza,częstochowski,śląskie
2405011,Knurów,gliwicki,śląskie
2405021,Pyskowice,gliwicki,śląskie
2405032,Gierałtowice,gliwicki,śląskie
2405042,Pilchowice,gliwicki,śląskie
2405052,Rudziniec,gliwicki,śląskie
2405063,Sośnicowice,gliwicki,śląskie
2405073,Toszek,gliwicki,śląskie
2405082,Wielowieś,gliwicki,śląskie
2406013,Kłobuck,kłobucki,śląskie
2406023,Krzepice,kłobucki,śląskie
2406032,Lipie,kłobucki,śląskie
2406042,Miedźno,kłobucki,śląskie
2406052,Opatów,kłobucki,śląskie
2406062,Panki,kłobucki,śląskie
2406072,Popów,kłobucki,śląskie
2406082,Przystajń,kłobucki,śląskie
2406092,Wręczyca Wielka,kłobucki,śląskie
2407011,Lubliniec,lubliniecki,śląskie
2407022,Boronów,lubliniecki,śląskie
2407032,Ciasna,lubliniecki,śląskie
2407042,Herby,lubliniecki,śląskie
2407052,Kochanowice,lubliniecki,śląskie
2407062,Koszęcin,lubliniecki,śląskie
2407072,Pawonków,lubliniecki,śląskie
2407083,Woźniki,lubliniecki,śląskie
2408011,Łaziska Górne,mikołowski,śląskie
2408021,Mikołów,mikołowski,śląskie
2408031,Orzesze,mikołowski,śląskie
2408042,Ornontowice,mikołowski,śląskie
2408052,Wyry,mikołowski,śląskie
2409011,Myszków,myszkowski,śląskie
2409023,Koziegłowy,myszkowski,śląskie
2409032,Niegowa,myszkowski,śląskie
2409042,Poraj,myszkowski,śląskie
2409053,Żarki,myszkowski,śląskie
2410012,Goczałkowice-Zdrój,pszczyński,śląskie
2410022,Kobiór,pszczyński,śląskie
2410032,Miedźna,pszczyński,śląskie
2410042,Pawłowice,pszczyński,śląskie
2410053,Pszczyna,pszczyński,śląskie
2410062,Suszec,pszczyński,śląskie
2411011,Racibórz,raciborski,śląskie
2411022,Kornowac,raciborski,śląskie
2411033,Krzanowice,raciborski,śląskie
2411042,Krzyżanowice,raciborski,śląskie
2411053,Kuźnia Raciborska,raciborski,śląskie
2411062,Nędza,raciborski,śląskie
2411072,Pietrowice Wielkie,raciborski,śląskie
2411082,Rudnik,raciborski,śląskie
2412013,Czerwionka-Leszczyny,rybnicki,śląskie
2412022,Gaszowice,rybnicki,śląskie
2412032,Jejkowice,rybnicki,śląskie
2412042,Lyski,rybnicki,śląskie
2412052,Świerklany,rybnicki,śląskie
2413011,Kalety,tarnogórski,śląskie
2413021,Miasteczko Śląskie,tarnogórski,śląskie
2413031,Radzionków,tarnogórski,śląskie
2413041,Tarnowskie Góry,tarnogórski,śląskie
2413052,Krupski Młyn,tarnogórski,śląskie
2413062,Ożarowice,tarnogórski,śląskie
2413072,Świerklaniec,tarnogórski,śląskie
2413082,Tworóg,tarnogórski,śląskie
2413092,Zbrosławice,tarnogórski,śląskie
2414011,Bieruń,bieruńsko-lędziński,śląskie
2414021,Imielin,bieruńsko-lędziński,śląskie
2414031,Lędziny,bieruńsko-lędziński,śląskie
2414042,Bojszowy,bieruńsko-lędziński,śląskie
2414052,Chełm Śląski,bieruńsko-lędziński,śląskie
2415011,Pszów,wodzisławski,śląskie
2415021,Radlin,wodzisławski,śląskie
2415031,Rydułtowy,wodzisławski,śląskie
2415041,Wodzisław Śląski,wodzisławski,śląskie
2415052,Godów,wodzisławski,śląskie
2415062,Gorzyce,wodzisławski,śląskie
2415072,Lubomia,wodzisławski,śląskie
2415082,Marklowice,wodzisławski,śląskie
2415092,Mszana,wodzisławski,śląskie
2416011,Poręba,zawierciański,śląskie
2416021,Zawiercie,zawierciański,śląskie
2416032,Irządze,zawierciański,śląskie
2416042,Kroczyce,zawierciański,śląskie
2416053,Łazy,zawierciański,śląskie
2416063,Ogrodzieniec,zawierciański,śląskie
2416073,Pilica,zawierciański,śląskie
2416083,Szczekociny,zawierciański,śląskie
2416092,Włodowice,zawierciański,śląskie
2416102,Żarnowiec,zawierciański,śląskie
2417011,Żywiec,żywiecki,śląskie
2417022,Czernichów,żywiecki,śląskie
2417032,Gilowice,żywiecki,śląskie
2417042,Jeleśnia,żywiecki,śląskie
2417052,Koszarawa,żywiecki,śląskie
2417062,Lipowa,żywiecki,śląskie
2417072,Łękawica,żywiecki,śląskie
2417082,Łodygowice,żywiecki,śląskie
2417092,Milówka,żywiecki,śląskie
2417102,Radziechowy-Wieprz,żywiecki,śląskie
2417112,Rajcza,żywiecki,śląskie
2417122,Ślemień,żywiecki,śląskie
2417132,Świnna,żywiecki,śląskie
2417142,Ujsoły,żywiecki,śląskie
2417152,Węgierska Górka,żywiecki,śląskie
2461011,Bielsko-Biała,Bielsko-Biała,śląskie
2462011,Bytom,Bytom,śląskie
2463011,Chorzów,Chorzów,śląskie
2464011,Częstochowa,Częstochowa,śląskie
2465011,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie
2466011,Gliwice,Gliwice,śląskie
2467011,Jastrzębie-Zdrój,Jastrzębie-Zdrój,śląskie
2468011,Jaworzno,Jaworzno,śląskie
2469011,Katowice,Katowice,śląskie
2470011,Mysłowice,Mysłowice,śląskie
2471011,Piekary Śląskie,Piekary Śląskie,śląskie
2472011,Ruda Śląska,Ruda Śląska,śląskie
2473011,Rybnik,Rybnik,śląskie
2474011,Siemianowice Śląskie,Siemianowice Śląskie,śląskie
2475011,Sosnowiec,Sosnowiec,śląskie
2476011,Świętochłowice,Świętochłowice,śląskie
2477011,Tychy,Tychy,śląskie
2478011,Zabrze,Zabrze,śląskie
2479011,Żory,Żory,śląskie
2601013,Busko-Zdrój,buski,świętokrzyskie
2601022,Gnojno,buski,świętokrzyskie
2601033,Nowy Korczyn,buski,świętokrzyskie
2601043,Pacanów,buski,świętokrzyskie
2601052,Solec-Zdrój,buski,świętokrzyskie
2601063,Stopnica,buski,świętokrzyskie
2601072,Tuczępy,buski,świętokrzyskie
2601083,Wiślica,buski,świętokrzyskie
2602012,Imielno,jędrzejowski,świętokrzyskie
2602023,Jędrzejów,jędrzejowski,świętokrzyskie
2602033,Małogoszcz,jędrzejowski,świętokrzyskie
2602042,Nagłowice,jędrzejowski,świętokrzyskie
2602052,Oksa,jędrzejowski,świętokrzyskie
2602063,Sędziszów,jędrzejowski,świętokrzyskie
2602072,Słupia,jędrzejowski,świętokrzyskie
2602082,Sobków,jędrzejowski,świętokrzyskie
2602093,Wodzisław,jędrzejowski,świętokrzyskie
2603012,Bejsce,kazimierski,świętokrzyskie
2603022,Czarnocin,kazimierski,świętokrzyskie
2603033,Kazimierza Wielka,kazimierski,świętokrzyskie
2603043,Opatowiec,kazimierski,świętokrzyskie
2603053,Skalbmierz,kazimierski,świętokrzyskie
2604012,Bieliny,kielecki,świętokrzyskie
2604023,Bodzentyn,kielecki,świętokrzyskie
2604033,Chęciny,kielecki,świętokrzyskie
2604043,Chmielnik,kielecki,świętokrzyskie
2604053,Daleszyce,kielecki,świętokrzyskie
2604062,Górno,kielecki,świętokrzyskie
2604073,Łagów,kielecki,świętokrzyskie
2604082,Łopuszno,kielecki,świętokrzyskie
2604092,Masłów,kielecki,świętokrzyskie
2604102,Miedziana Góra,kielecki,świętokrzyskie
2604112,Mniów,kielecki,świętokrzyskie
2604123,Morawica,kielecki,świętokrzyskie
2604133,Nowa Słupia,kielecki,świętokrzyskie
2604142,Piekoszów,kielecki,świętokrzyskie
2604153,Pierzchnica,kielecki,świętokrzyskie
2604162,Raków,kielecki,świętokrzyskie
2604172,Nowiny[b],kielecki,świętokrzyskie
2604182,Strawczyn,kielecki,świętokrzyskie
2604192,Zagnańsk,kielecki,świętokrzyskie
2605012,Fałków,konecki,świętokrzyskie
2605022,Gowarczów,konecki,świętokrzyskie
2605033,Końskie,konecki,świętokrzyskie
2605043,Radoszyce,konecki,świętokrzyskie
2605052,Ruda Maleniecka,konecki,świętokrzyskie
2605062,Słupia Konecka,konecki,świętokrzyskie
2605072,Smyków,konecki,świętokrzyskie
2605083,Stąporków,konecki,świętokrzyskie
2606012,Baćkowice,opatowski,świętokrzyskie
2606022,Iwaniska,opatowski,świętokrzyskie
2606032,Lipnik,opatowski,świętokrzyskie
2606043,Opatów,opatowski,świętokrzyskie
2606053,Ożarów,opatowski,świętokrzyskie
2606062,Sadowie,opatowski,świętokrzyskie
2606072,Tarłów,opatowski,świętokrzyskie
2606082,Wojciechowice,opatowski,świętokrzyskie
2607011,Ostrowiec Świętokrzyski,ostrowiecki,świętokrzyskie
2607022,Bałtów,ostrowiecki,świętokrzyskie
2607032,Bodzechów,ostrowiecki,świętokrzyskie
2607043,Ćmielów,ostrowiecki,świętokrzyskie
2607053,Kunów,ostrowiecki,świętokrzyskie
2607062,Waśniów,ostrowiecki,świętokrzyskie
2608013,Działoszyce,pińczowski,świętokrzyskie
2608022,Kije,pińczowski,świętokrzyskie
2608032,Michałów,pińczowski,świętokrzyskie
2608043,Pińczów,pińczowski,świętokrzyskie
2608052,Złota,pińczowski,świętokrzyskie
2609011,Sandomierz,sandomierski,świętokrzyskie
2609022,Dwikozy,sandomierski,świętokrzyskie
2609033,Klimontów,sandomierski,świętokrzyskie
2609043,Koprzywnica,sandomierski,świętokrzyskie
2609052,Łoniów,sandomierski,świętokrzyskie
2609062,Obrazów,sandomierski,świętokrzyskie
2609072,Samborzec,sandomierski,świętokrzyskie
2609082,Wilczyce,sandomierski,świętokrzyskie
2609093,Zawichost,sandomierski,świętokrzyskie
2610011,Skarżysko-Kamienna,skarżyski,świętokrzyskie
2610022,Bliżyn,skarżyski,świętokrzyskie
2610032,Łączna,skarżyski,świętokrzyskie
2610042,Skarżysko Kościelne,skarżyski,świętokrzyskie
2610053,Suchedniów,skarżyski,świętokrzyskie
2611011,Starachowice,starachowicki,świętokrzyskie
2611022,Brody,starachowicki,świętokrzyskie
2611032,Mirzec,starachowicki,świętokrzyskie
2611042,Pawłów,starachowicki,świętokrzyskie
2611053,Wąchock,starachowicki,świętokrzyskie
2612012,Bogoria,staszowski,świętokrzyskie
2612022,Łubnice,staszowski,świętokrzyskie
2612033,Oleśnica,staszowski,świętokrzyskie
2612043,Osiek,staszowski,świętokrzyskie
2612053,Połaniec,staszowski,świętokrzyskie
2612062,Rytwiany,staszowski,świętokrzyskie
2612073,Staszów,staszowski,świętokrzyskie
2612083,Szydłów,staszowski,świętokrzyskie
2613012,Kluczewsko,włoszczowski,świętokrzyskie
2613022,Krasocin,włoszczowski,świętokrzyskie
2613032,Moskorzew,włoszczowski,świętokrzyskie
2613042,Radków,włoszczowski,świętokrzyskie
2613052,Secemin,włoszczowski,świętokrzyskie
2613063,Włoszczowa,włoszczowski,świętokrzyskie
2661011,Kielce,Kielce,świętokrzyskie
2801011,Bartoszyce,bartoszycki,warmińsko-mazurskie
2801021,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie
2801032,Bartoszyce,bartoszycki,warmińsko-mazurskie
2801043,Bisztynek,bartoszycki,warmińsko-mazurskie
2801052,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie
2801063,Sępopol,bartoszycki,warmińsko-mazurskie
2802011,Braniewo,braniewski,warmińsko-mazurskie
2802022,Braniewo,braniewski,warmińsko-mazurskie
2802033,Frombork,braniewski,warmińsko-mazurskie
2802042,Lelkowo,braniewski,warmińsko-mazurskie
2802053,Pieniężno,braniewski,warmińsko-mazurskie
2802062,Płoskinia,braniewski,warmińsko-mazurskie
2802072,Wilczęta,braniewski,warmińsko-mazurskie
2803011,Działdowo,działdowski,warmińsko-mazurskie
2803022,Działdowo,działdowski,warmińsko-mazurskie
2803032,Iłowo-Osada,działdowski,warmińsko-mazurskie
2803043,Lidzbark,działdowski,warmińsko-mazurskie
2803052,Płośnica,działdowski,warmińsko-mazurskie
2803062,Rybno,działdowski,warmińsko-mazurskie
2804012,Elbląg,elbląski,warmińsko-mazurskie
2804022,Godkowo,elbląski,warmińsko-mazurskie
2804032,Gronowo Elbląskie,elbląski,warmińsko-mazurskie
2804042,Markusy,elbląski,warmińsko-mazurskie
2804052,Milejewo,elbląski,warmińsko-mazurskie
2804063,Młynary,elbląski,warmińsko-mazurskie
2804073,Pasłęk,elbląski,warmińsko-mazurskie
2804082,Rychliki,elbląski,warmińsko-mazurskie
2804093,Tolkmicko,elbląski,warmińsko-mazurskie
2805011,Ełk,ełcki,warmińsko-mazurskie
2805022,Ełk,ełcki,warmińsko-mazurskie
2805032,Kalinowo,ełcki,warmińsko-mazurskie
2805042,Prostki,ełcki,warmińsko-mazurskie
2805052,Stare Juchy,ełcki,warmińsko-mazurskie
2806011,Giżycko,giżycki,warmińsko-mazurskie
2806042,Giżycko,giżycki,warmińsko-mazurskie
2806052,Kruklanki,giżycki,warmińsko-mazurskie
2806062,Miłki,giżycki,warmińsko-mazurskie
2806083,Ryn,giżycki,warmińsko-mazurskie
2806102,Wydminy,giżycki,warmińsko-mazurskie
2807011,Iława,iławski,warmińsko-mazurskie
2807021,Lubawa,iławski,warmińsko-mazurskie
2807032,Iława,iławski,warmińsko-mazurskie
2807043,Kisielice,iławski,warmińsko-mazurskie
2807052,Lubawa,iławski,warmińsko-mazurskie
2807063,Susz,iławski,warmińsko-mazurskie
2807073,Zalewo,iławski,warmińsko-mazurskie
2808011,Kętrzyn,kętrzyński,warmińsko-mazurskie
2808022,Barciany,kętrzyński,warmińsko-mazurskie
2808032,Kętrzyn,kętrzyński,warmińsko-mazurskie
2808043,Korsze,kętrzyński,warmińsko-mazurskie
2808053,Reszel,kętrzyński,warmińsko-mazurskie
2808062,Srokowo,kętrzyński,warmińsko-mazurskie
2809011,Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie
2809022,Kiwity,lidzbarski,warmińsko-mazurskie
2809032,Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie
2809042,Lubomino,lidzbarski,warmińsko-mazurskie
2809053,Orneta,lidzbarski,warmińsko-mazurskie
2810011,Mrągowo,mrągowski,warmińsko-mazurskie
2810023,Mikołajki,mrągowski,warmińsko-mazurskie
2810032,Mrągowo,mrągowski,warmińsko-mazurskie
2810042,Piecki,mrągowski,warmińsko-mazurskie
2810052,Sorkwity,mrągowski,warmińsko-mazurskie
2811012,Janowiec Kościelny,nidzicki,warmińsko-mazurskie
2811022,Janowo,nidzicki,warmińsko-mazurskie
2811032,Kozłowo,nidzicki,warmińsko-mazurskie
2811043,Nidzica,nidzicki,warmińsko-mazurskie
2812011,Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie
2812022,Biskupiec,nowomiejski,warmińsko-mazurskie
2812032,Grodziczno,nowomiejski,warmińsko-mazurskie
2812042,Kurzętnik,nowomiejski,warmińsko-mazurskie
2812052,Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie
2813032,Kowale Oleckie,olecki,warmińsko-mazurskie
2813043,Olecko,olecki,warmińsko-mazurskie
2813052,Świętajno,olecki,warmińsko-mazurskie
2813062,Wieliczki,olecki,warmińsko-mazurskie
2814013,Barczewo,olsztyński,warmińsko-mazurskie
2814023,Biskupiec,olsztyński,warmińsko-mazurskie
2814033,Dobre Miasto,olsztyński,warmińsko-mazurskie
2814042,Dywity,olsztyński,warmińsko-mazurskie
2814052,Gietrzwałd,olsztyński,warmińsko-mazurskie
2814063,Jeziorany,olsztyński,warmińsko-mazurskie
2814072,Jonkowo,olsztyński,warmińsko-mazurskie
2814082,Kolno,olsztyński,warmińsko-mazurskie
2814093,Olsztynek,olsztyński,warmińsko-mazurskie
2814102,Purda,olsztyński,warmińsko-mazurskie
2814112,Stawiguda,olsztyński,warmińsko-mazurskie
2814122,Świątki,olsztyński,warmińsko-mazurskie
2815011,Ostróda,ostródzki,warmińsko-mazurskie
2815022,Dąbrówno,ostródzki,warmińsko-mazurskie
2815032,Grunwald,ostródzki,warmińsko-mazurskie
2815042,Łukta,ostródzki,warmińsko-mazurskie
2815052,Małdyty,ostródzki,warmińsko-mazurskie
2815063,Miłakowo,ostródzki,warmińsko-mazurskie
2815073,Miłomłyn,ostródzki,warmińsko-mazurskie
2815083,Morąg,ostródzki,warmińsko-mazurskie
2815092,Ostróda,ostródzki,warmińsko-mazurskie
2816013,Biała Piska,piski,warmińsko-mazurskie
2816023,Orzysz,piski,warmińsko-mazurskie
2816033,Pisz,piski,warmińsko-mazurskie
2816043,Ruciane-Nida,piski,warmińsko-mazurskie
2817011,Szczytno,szczycieński,warmińsko-mazurskie
2817022,Dźwierzuty,szczycieński,warmińsko-mazurskie
2817032,Jedwabno,szczycieński,warmińsko-mazurskie
2817043,Pasym,szczycieński,warmińsko-mazurskie
2817052,Rozogi,szczycieński,warmińsko-mazurskie
2817062,Szczytno,szczycieński,warmińsko-mazurskie
2817072,Świętajno,szczycieński,warmińsko-mazurskie
2817083,Wielbark,szczycieński,warmińsko-mazurskie
2818012,Banie Mazurskie,gołdapski,warmińsko-mazurskie
2818022,Dubeninki,gołdapski,warmińsko-mazurskie
2818033,Gołdap,gołdapski,warmińsko-mazurskie
2819012,Budry,węgorzewski,warmińsko-mazurskie
2819022,Pozezdrze,węgorzewski,warmińsko-mazurskie
2819033,Węgorzewo,węgorzewski,warmińsko-mazurskie
2861011,Elbląg,Elbląg,warmińsko-mazurskie
2862011,Olsztyn,Olsztyn,warmińsko-mazurskie
3001011,Chodzież,chodzieski,wielkopolskie
3001023,Budzyń,chodzieski,wielkopolskie
3001032,Chodzież,chodzieski,wielkopolskie
3001043,Margonin,chodzieski,wielkopolskie
3001053,Szamocin,chodzieski,wielkopolskie
3002011,Czarnków,czarnkowsko-trzcianecki,wielkopolskie
3002022,Czarnków,czarnkowsko-trzcianecki,wielkopolskie
3002032,Drawsko,czarnkowsko-trzcianecki,wielkopolskie
3002043,Krzyż Wielkopolski,czarnkowsko-trzcianecki,wielkopolskie
3002052,Lubasz,czarnkowsko-trzcianecki,wielkopolskie
3002062,Połajewo,czarnkowsko-trzcianecki,wielkopolskie
3002073,Trzcianka,czarnkowsko-trzcianecki,wielkopolskie
3002083,Wieleń,czarnkowsko-trzcianecki,wielkopolskie
3003011,Gniezno,gnieźnieński,wielkopolskie
3003023,Czerniejewo,gnieźnieński,wielkopolskie
3003032,Gniezno,gnieźnieński,wielkopolskie
3003042,Kiszkowo,gnieźnieński,wielkopolskie
3003053,Kłecko,gnieźnieński,wielkopolskie
3003062,Łubowo,gnieźnieński,wielkopolskie
3003072,Mieleszyn,gnieźnieński,wielkopolskie
3003082,Niechanowo,gnieźnieński,wielkopolskie
3003093,Trzemeszno,gnieźnieński,wielkopolskie
3003103,Witkowo,gnieźnieński,wielkopolskie
3004013,Borek Wielkopolski,gostyński,wielkopolskie
3004023,Gostyń,gostyński,wielkopolskie
3004033,Krobia,gostyński,wielkopolskie
3004042,Pępowo,gostyński,wielkopolskie
3004052,Piaski,gostyński,wielkopolskie
3004063,Pogorzela,gostyński,wielkopolskie
3004073,Poniec,gostyński,wielkopolskie
3005012,Granowo,grodziski,wielkopolskie
3005023,Grodzisk Wielkopolski,grodziski,wielkopolskie
3005032,Kamieniec,grodziski,wielkopolskie
3005043,Rakoniewice,grodziski,wielkopolskie
3005053,Wielichowo,grodziski,wielkopolskie
3006013,Jaraczewo,jarociński,wielkopolskie
3006023,Jarocin,jarociński,wielkopolskie
3006032,Kotlin,jarociński,wielkopolskie
3006043,Żerków,jarociński,wielkopolskie
3007012,Blizanów,kaliski,wielkopolskie
3007022,Brzeziny,kaliski,wielkopolskie
3007032,Ceków-Kolonia,kaliski,wielkopolskie
3007042,Godziesze Wielkie,kaliski,wielkopolskie
3007053,Koźminek,kaliski,wielkopolskie
3007062,Lisków,kaliski,wielkopolskie
3007072,Mycielin,kaliski,wielkopolskie
3007083,Opatówek,kaliski,wielkopolskie
3007093,Stawiszyn,kaliski,wielkopolskie
3007102,Szczytniki,kaliski,wielkopolskie
3007112,Żelazków,kaliski,wielkopolskie
3008012,Baranów,kępiński,wielkopolskie
3008022,Bralin,kępiński,wielkopolskie
3008033,Kępno,kępiński,wielkopolskie
3008042,Łęka Opatowska,kępiński,wielkopolskie
3008052,Perzów,kępiński,wielkopolskie
3008062,Rychtal,kępiński,wielkopolskie
3008072,Trzcinica,kępiński,wielkopolskie
3009011,Koło,kolski,wielkopolskie
3009022,Babiak,kolski,wielkopolskie
3009032,Chodów,kolski,wielkopolskie
3009043,Dąbie,kolski,wielkopolskie
3009052,Grzegorzew,kolski,wielkopolskie
3009063,Kłodawa,kolski,wielkopolskie
3009072,Koło,kolski,wielkopolskie
3009082,Kościelec,kolski,wielkopolskie
3009092,Olszówka,kolski,wielkopolskie
3009102,Osiek Mały,kolski,wielkopolskie
3009113,Przedecz,kolski,wielkopolskie
3010013,Golina,koniński,wielkopolskie
3010022,Grodziec,koniński,wielkopolskie
3010032,Kazimierz Biskupi,koniński,wielkopolskie
3010043,Kleczew,koniński,wielkopolskie
3010052,Kramsk,koniński,wielkopolskie
3010062,Krzymów,koniński,wielkopolskie
3010073,Rychwał,koniński,wielkopolskie
3010082,Rzgów,koniński,wielkopolskie
3010092,Skulsk,koniński,wielkopolskie
3010103,Sompolno,koniński,wielkopolskie
3010112,Stare Miasto,koniński,wielkopolskie
3010123,Ślesin,koniński,wielkopolskie
3010132,Wierzbinek,koniński,wielkopolskie
3010142,Wilczyn,koniński,wielkopolskie
3011011,Kościan,kościański,wielkopolskie
3011023,Czempiń,kościański,wielkopolskie
3011032,Kościan,kościański,wielkopolskie
3011043,Krzywiń,kościański,wielkopolskie
3011053,Śmigiel,kościański,wielkopolskie
3012011,Sulmierzyce,krotoszyński,wielkopolskie
3012023,Kobylin,krotoszyński,wielkopolskie
3012033,Koźmin Wielkopolski,krotoszyński,wielkopolskie
3012043,Krotoszyn,krotoszyński,wielkopolskie
3012052,Rozdrażew,krotoszyński,wielkopolskie
3012063,Zduny,krotoszyński,wielkopolskie
3013012,Krzemieniewo,leszczyński,wielkopolskie
3013022,Lipno,leszczyński,wielkopolskie
3013033,Osieczna,leszczyński,wielkopolskie
3013043,Rydzyna,leszczyński,wielkopolskie
3013052,Święciechowa,leszczyński,wielkopolskie
3013062,Wijewo,leszczyński,wielkopolskie
3013072,Włoszakowice,leszczyński,wielkopolskie
3014012,Chrzypsko Wielkie,międzychodzki,wielkopolskie
3014022,Kwilcz,międzychodzki,wielkopolskie
3014033,Międzychód,międzychodzki,wielkopolskie
3014043,Sieraków,międzychodzki,wielkopolskie
3015012,Kuślin,nowotomyski,wielkopolskie
3015023,Lwówek,nowotomyski,wielkopolskie
3015032,Miedzichowo,nowotomyski,wielkopolskie
3015043,Nowy Tomyśl,nowotomyski,wielkopolskie
3015053,Opalenica,nowotomyski,wielkopolskie
3015063,Zbąszyń,nowotomyski,wielkopolskie
3016013,Oborniki,obornicki,wielkopolskie
3016023,Rogoźno,obornicki,wielkopolskie
3016032,Ryczywół,obornicki,wielkopolskie
3017011,Ostrów Wielkopolski,ostrowski,wielkopolskie
3017023,Nowe Skalmierzyce,ostrowski,wielkopolskie
3017033,Odolanów,ostrowski,wielkopolskie
3017042,Ostrów Wielkopolski,ostrowski,wielkopolskie
3017052,Przygodzice,ostrowski,wielkopolskie
3017063,Raszków,ostrowski,wielkopolskie
3017072,Sieroszewice,ostrowski,wielkopolskie
3017082,Sośnie,ostrowski,wielkopolskie
3018012,Czajków,ostrzeszowski,wielkopolskie
3018022,Doruchów,ostrzeszowski,wielkopolskie
3018033,Grabów nad Prosną,ostrzeszowski,wielkopolskie
3018042,Kobyla Góra,ostrzeszowski,wielkopolskie
3018052,Kraszewice,ostrzeszowski,wielkopolskie
3018063,Mikstat,ostrzeszowski,wielkopolskie
3018073,Ostrzeszów,ostrzeszowski,wielkopolskie
3019011,Piła,pilski,wielkopolskie
3019022,Białośliwie,pilski,wielkopolskie
3019032,Kaczory,pilski,wielkopolskie
3019043,Łobżenica,pilski,wielkopolskie
3019052,Miasteczko Krajeńskie,pilski,wielkopolskie
3019062,Szydłowo,pilski,wielkopolskie
3019073,Ujście,pilski,wielkopolskie
3019083,Wyrzysk,pilski,wielkopolskie
3019093,Wysoka,pilski,wielkopolskie
3020013,Chocz,pleszewski,wielkopolskie
3020022,Czermin,pleszewski,wielkopolskie
3020033,Dobrzyca,pleszewski,wielkopolskie
3020042,Gizałki,pleszewski,wielkopolskie
3020052,Gołuchów,pleszewski,wielkopolskie
3020063,Pleszew,pleszewski,wielkopolskie
3021011,Luboń,poznański,wielkopolskie
3021021,Puszczykowo,poznański,wielkopolskie
3021033,Buk,poznański,wielkopolskie
3021042,Czerwonak,poznański,wielkopolskie
3021052,Dopiewo,poznański,wielkopolskie
3021062,Kleszczewo,poznański,wielkopolskie
3021072,Komorniki,poznański,wielkopolskie
3021083,Kostrzyn,poznański,wielkopolskie
3021093,Kórnik,poznański,wielkopolskie
3021103,Mosina,poznański,wielkopolskie
3021113,Murowana Goślina,poznański,wielkopolskie
3021123,Pobiedziska,poznański,wielkopolskie
3021132,Rokietnica,poznański,wielkopolskie
3021143,Stęszew,poznański,wielkopolskie
3021152,Suchy Las,poznański,wielkopolskie
3021163,Swarzędz,poznański,wielkopolskie
3021172,Tarnowo Podgórne,poznański,wielkopolskie
3022013,Bojanowo,rawicki,wielkopolskie
3022023,Jutrosin,rawicki,wielkopolskie
3022033,Miejska Górka,rawicki,wielkopolskie
3022042,Pakosław,rawicki,wielkopolskie
3022053,Rawicz,rawicki,wielkopolskie
3023011,Słupca,słupecki,wielkopolskie
3023022,Lądek,słupecki,wielkopolskie
3023032,Orchowo,słupecki,wielkopolskie
3023042,Ostrowite,słupecki,wielkopolskie
3023052,Powidz,słupecki,wielkopolskie
3023062,Słupca,słupecki,wielkopolskie
3023072,Strzałkowo,słupecki,wielkopolskie
3023083,Zagórów,słupecki,wielkopolskie
3024011,Obrzycko,szamotulski,wielkopolskie
3024022,Duszniki,szamotulski,wielkopolskie
3024032,Kaźmierz,szamotulski,wielkopolskie
3024042,Obrzycko,szamotulski,wielkopolskie
3024053,Ostroróg,szamotulski,wielkopolskie
3024063,Pniewy,szamotulski,wielkopolskie
3024073,Szamotuły,szamotulski,wielkopolskie
3024083,Wronki,szamotulski,wielkopolskie
3025012,Dominowo,średzki,wielkopolskie
3025022,Krzykosy,średzki,wielkopolskie
3025032,Nowe Miasto nad Wartą,średzki,wielkopolskie
3025043,Środa Wielkopolska,średzki,wielkopolskie
3025052,Zaniemyśl,średzki,wielkopolskie
3026012,Brodnica,śremski,wielkopolskie
3026023,Dolsk,śremski,wielkopolskie
3026033,Książ Wielkopolski,śremski,wielkopolskie
